key_index,text,overall
354127,"This thing is great. I have a new puppy who loves nothing more than to chew the ponytail holders around my wrist. I thought I would give this a try and while the pup will still chew, he can't snap the bands! Also it looks way more professional at work.",5
871766,"This is a very sexy dress that fits great. The material is not too thin or see through and fits comfortably. My only complaint is that the neck does not have enough give to stretch over my head to pull it over. I heard a seam pop when I did so, but it didn't rip, which is good.",4
94009,"This is a nice little timepiece that doesn't have to be attached to your body. I have mine clipped to my purse, and it's a lot easier (and less rude) to take a glance at it instead of pulling out my phone, particularly when I'm in a meeting.

The clip is pretty solid, and the watch hasn't shown any damage after a month of hanging off of my purse.",5
137005,"There is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. That's okay, though. I usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.

The colors are vibrant, and the sole has plenty of grip, even on a slippery floor. I wore them for most of the day and they are comfortable.

Overall, I'm very pleased with this shoe.",5
211272,I bought this bracelet for my wife's 47th Birthday! She has been wearing everyday and it changed into a dark color on the back! When I went back to try to return it was to late for the deadline! Now my wife is  stuck with a crappy bracelet that Amazon sells to their customers! Do not buy it!,1
35472,"These reading glasses are a decent quality, but I should have paid attention that they don't have spring hinges. I didn't think it would matter, but I like to put my glasses on my head when I'm not using them and these just fall off. If you hang yours around your neck on a chain or just take them off when you're done then these might work better for you. I still use them, but they are my last choice.",3
137392,"I dislike this item because the material is too thin (shirt quality), and the large is too small for a person who wears medium. If your bust size is 36 you would need an x-large. The description should read...thin fabric blazer.  I bought it because I loved the color contrast and the design. Now I would either have to give it away or return it.",2
49670,It definitely helped suck things in after my c-section. Not sure if it made things go down faster this time (second baby) but it was definitely worth the try. It did feel nice because it felt like it kept my stomach from moving which is not always the greatest feeling the first 6 weeks after surgery. My only complaint is it does bunch up a lot so you can't wear it under your clothing inconspicuously.,4
55902,"I bought this jacket alpha nd I must to tell it is the best jacket, strong eventhought the fabric tend to make small balls on the surface of the jacket, I think this is the problem whit a mix of cotton and poliester fabric, may be Alpha should  fix this problem, but it is icnredible stron product",4
311322,"This is a really nice dress, but unfortunately I have to return it. It's just too small for me. I'm so disappointed!! It's really cute, and seems really well made. I had a feeling when I was ordering that the XL would be too small, but it looked so cute that I took a chance. If it came in a bigger size, I would be ordering it again in a minute. I gave it 4 stars because I simply liked it that much. If you can get it in a size that fits you, I would 100% recommend.",4
649948,"very strange cut to this dress.  The arm holes are small and that has NEVER happened to me before.  My dad used to call me ""chicken wings"" because my arms were so skinny.  The neck is high and the bust is in the wrong place.  I am normally a 6, but ordered an 8 -- the 10 would be more strange.  I'm going to return it.",2
808004,Way too big.  The description states that it was a small after using the sizing guide I am disappointed to say the bikini didn't fit at all.  I have purchased several bathing suits from this brand and have never had this issue.  Will be returning the bathing suit.,2
2776,"The boots fit on my foot fine, but the part around the my calf was too wide even when I tighten the boots. If you're a big woman with thick calfs then these boots will be suitable. The service was quick to send & came in new condition but the boots weren't the right ones for me.",2
691050,"I purchased this dress for a beach wedding last year, but when it arrived, it was waaaaay too short. I ordered a large, thinking it would be fine, but the front was too short. It would have worked with leggings, but I wanted a dress because the wedding ceremony was in Forth Myers, FL in July and on the beach in the middle of the day. So, basically, HOT HOT HOT! Leggings just wouldn't have worked. Maybe if I weren't 5'6, with long legs, it also may have worked. Unfortunately, I had to return it.",2
609967,I ordered a Drunk 1 & 2 shirt for my girl friend and I. We both are around a small/medium. But I ordered a small and a medium. Incase one is overly big (because of bust). And the small is a little tight in the arm pits. But the medium is little bit baggy on the shoulders. So either way they both fit to a small or medium size shirt/person. Just a little bit differences in prefrencecs I guess . Lol material is great.,5
178861,"I love this, but it runs really small. I ordered the XXL and I am a 16/18, 5'10'' tall,  and a 36DD. The bottoms are  a little tight and only come up to right above my belly button. The also like to roll down when I sit. The tom fits more like a 36C or so",3
225010,"I am a person who does NOT like to buy a new purse.  I will wear my other purse out first before I purchase a new one.  I finally saw this one and it is perfect for my needs.  It has a lot of pockets (which pleases me very much) for my cell phone, extra set of car keys, and plenty of room for my other items that I carry with me.  I especially like that it is NOT plastic.  It is a perfect purse for my needs.",5
870375,"Like so many others, it was sheer, small , though I went up two sizes it was still too small ( short , more like a midi top) and it had a really strong odor. I would have to pay the shipping back to china , which is more than what the shirt cost to begin with. Fail fail fail.",1
470953,"Putting on my Dillon NIR Sunglasses is like looking at the world for the 1st time all over again.  These are by far the best Sunglasses I have ever owned.  I like them so much that I wish I worked for Dillon, that is how much I believe in these NIR Sunglasses.  The best way to describe it is like going from regular TV to HD.  These are HD sunglasses for your daily life.",5
664752,"Sheer, BUT an undershirt does the job very well and the fabric is just thick enough for the undershirt to blend/disappear so to speak. When ordering I'd pay attention to the bust size, I chose my size based off what would fit there first and foremost and the waist still hugged my frame without any strain on the buttons over the chest.

Unfortunately I got ink on the one I bought, if I can't get it out I'll definitely be buying this again! I love it and got a lot of compliments on it.",5
388287,"One of my favorite bras, I ordered a size large and I am 5'7 165 pounds. I'm about a 38B and this bra gives me a little room to breath so it's not too tight but still supports when I workout. For the price and the quality of the bra you can't go wrong! The straps are perfect and supper cute under all of my tanks. Went back and ordered 2 more in different colors. They even came in a super cute packaging with a customer service card. So impressed!!",5
76438,A friend recommended the BellaBand and I'm grateful she did! I am 19 weeks and haven't worn any maternity clothes yet! The band works well over jeans and dress pants. True that your belly won't be completely smooth  youll see a little bump from the button of your jeans - but it isn't too noticeable and it hasn't bothered me. I was surprised that my pants stay up so well even when I have the zipper of my jeans all the way down.  Great product! Might just keep it around for Thanksgiving next year :),5
654202,"I was skeptical about buying a jumpsuit from online since I have a long torso and short legs, but it fits really well and is flattering. I am just concerned about washing it. Might not want to run it through the dryer since it's not cotton. Really love it though!",5
283036,"I feel so sexy in this outfit. It covers all your problem areas and it stays on. You will feel so beautiful and even as a plus sized woman you know everyone is checking you out.

Can't wait to buy more in other colors.

I am a size 14, size 36DD and I ordered a 5xl. It fits but I have a little extra room in the top. If I were to order again, I would get a 4xl so everything is a little more secure.",5
580331,"I'm a size 14 and I got a 5x. This was a guess, but it seems right. I can't judge yet on how warm this coat is because it's too hot here. But someone else said it was warm in the Midwest, so that's good enough for me! (And yes, I got the scarf.)",4
528848,"If you have small hips like I do, I don't suggest ordering a size up. I'm usually a Small, but listening to the reviews, I went a size up. There is just a bit of extra room in the bottoms. As for the top, it's pretty cheaply made, hence why the suit was so inexpensive. Overall, it is a good product, the style is neat.",3
398925,"These looked nice, but the fabric is very cheap and stretches out too easily. I haven't had a problem with the velcro coming undone often, but the velcro isn't sewn on very well and the strips are small enough to be a choking hazard! I tore off the velcro that was coming off before it could fall off on its own. Very dangerous.",1
136950,"I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
So i had to return it, but i would assume it would work fine for training.

It looks decent and clean. and seems sturdy.  just not the right thing for me.
I was refunded instantly upon returning so.. credit for that.",3
270053,"Like the other comments say, it looks a lot different than the picture. So it is a little misleading of what it will look like. The stripes are different, and the color is completely different from what is shown. That being said, I still love it. It is super soft and really good quality for the price. :D",4
69711,It is a cute costume but the small velcro strip that holds it around you neck. I think there should have been more to it. I had to pair it with leggins and a green undershirt. But it arrived a day before it was suppose to. It is an ideal costume for someone who whats to look sexy on Halloween.,4
677376,"I ordered 2 sizes up and the dress was still too small.  The quality of the fabric was okay for the price but not great...the biggest problem was that the dress arrived with the zipper broken.  It was halfway up the dress and stuck in the fabric.  I gently fixed it but it would not stay zipped, it kept separating near the bottom...I returned this item...",3
703749,I purchased two of these watches in different colors for my children. I'm working on teaching them to read time so these are perfect for little children. They have a very clear dial & an adjustable watchband. Another great feature is they also have a second hand on the watch which is great for timing them while they brush their teeth. Overall my children & myself are very happy with these watches.,4
591945,"I have never paid so much for a piece of jewelry that I will never be able to wear again.  I realize that I did not pay that much, however, the first time I wore it, it turned to the most horrible color I have ever seen in my life!!!!! I have even paid less for jewelry from Target that is still in very good condition.  If you are thinking of purchasing this item, I would certainly think again!!!!",1
299468,It's too large for but that isn't the main issue. It is the wrong proportions and there is way too much fabric in the front flap on the sides. I need to take it to a tailor to have it fitted properly and have the excess fabric taken. Overall it is a rather poor quality product I'm afraid.,1
584190,these are good except if they are going to fit on the thigh the tops need to be bigger. Im 27 and 93 lbs so I have pretty small legs and they are too tight on my legs let alone if i was someone larger. Everything but that is great I just really can't wear them because they pinch off circulation on my thigh's,3
34215,"I do yoga all year round, so I was excited to try these since my feet are always cold.  They didn't work for me though.  With splits like warrior or triangle pose, the sock would twist all around my foot until the grips were almost on the side instead of the bottom.  And the openings for my toes were tight and actually cut into my feet.  I took them off about halfway through my practice.  Two stars only because they're cute and the price was good, but they're not for me.",2
444091,"It's a pretty blue, but the top part doesn't have a hem at all. They don't provide a book on different ways to wear it so you'll have to go and figure them out for yourself. Also, the slender skirt does NOT look good on larger sizes. Find one with a flowing skirt instead.",2
325593,"I want to love this wallet, but the fact that the Mythosaur logo was chipped like crazy when it was delivered is annoying. It came double wrapped and in an envelope, so it wasn't from the shipping. There are a ton of pockets on it though for numerous cards and a nice large one in the middle for cash. 3 stars lost for the 3 large chips.",2
169862,"So happy with these! I actually wear them in my ears (have several piercings in each ear). I love them since they are small and don't look cluttered. My ears have always been sensitive to metals but these don't bother me at all. Also, even though there isn't a back (just a small ball), they haven't fallen out yet after weeks of wear. Exactly what I was looking for! Would definitely order them again, although with as many as are in the package, I probably won't need to for years!",5
315567,It does not stand up straight once contents are put inside.  It topples over which is very annoying.  I like the color and the fabric though. I guess it serves the function I purchased it for which was to allow me to roll my laptop and papers from one place to another rather than carry them but it would have been perfect if it didn't fall over all the time.,2
110318,"Really nice belt, great value for the price! Very comfortable, the stretchiness allows the belt to actively ""adjust"" to my every move and position. I ordered a XXL and it has a lot of extra length to it. Almost makes me think I'm an XL (well ... in my dreams, maybe!). I'm going back to order another in a different color.",5
612698,"I ordered this skirt in high hopes that it would be perfect, instead it was completely disappointing. You can't return the item because it doesn't give you a receipt or directions to return the item. Also I ordered a medium/large. When I opened and viewed the skirt it was an extra extra small, I'm not a big girl at all, I work out everyday and eat very well but I do have hips and I am curvy so unfortunately I lost money and have a skirt that I can't wear. Lose/lose situation.",1
475186,"Finally I got the coat, but the material looks cheap and feels rough. It smells bad, too. I am a little worried whether the material is safe to wear. There was news about a guy got killed by a pair of shoes he bought on line in China because of the fatal chemical on the shoes.",2
471902,"A little big on me, but with the ties it is ok. It is also a little more pale in person than in the photo. For reference, I am five feet tall/110 pounds. I bought this dress for gardening because of the big pockets. I can fit my hand tools/seeds/ etc. in them withought having to lug anything extra around.",4
771025,Bought one size smaller and fit perfectly.  I just did not anticipate that the lace would hang down and not be attached. The last two inches or so of the lace just hangs there which I find to be a bit odd. I might try to attach it somehow. Otherwise very pretty.,4
142478,"Great shirt, smooth, fits well around the shoulders. I am 6.1 (184) weight about 180pound (81.5 Kg), ordered an XL. Great fit around chest and shoulders, the shirt is super long though, completely covers my butt. Quite some fabric to put away, if you wear it over your pants it looks like you are wearing a dress. Very soft, nice fabric.",4
445439,This dress is very cute and comfortable.... the only problem is that you might have a hard time keeping the top of the dress up but it is very sexy and most important is it comfortable.... This is a dress that I would wear around the house on the weekend or if I was going to beach use as a cover up,5
171774,"I'm usually a large but ordered a size up when reading other people's reviews.  Ordering a size up was perfect.  I like shirts that fits a little looser and not so tight.  I ordered an x-large.  I'm a 36C , 5 ft and weigh 140 pounds if this helps.",5
99280,"This purse looked WAY better on the computer screen. It doesn't look that appealing in real time.
Also, had I known it would've smelled so bad I would NOT have gotten it.  It has been almost 4 weeks since I've had it and it still smells. I understand it's fake leather but I've never smelled fake leather like this. Ugh! That's all I am going to say about it.",1
169357,"I have tried a lot of different running boxer briefs and these are by far the best. If you are going to spend a lot of time in them, they are worth the extra cash. These are the first ones I've tried that actually fit right around those male areas.",5
606737,"I would return it if I still had the tags. The top fit weird and the material is scratchy, I think I will have to take it to a tailor to see if they can fix it and maybe after a few washings it will be better. I still like the colors but it is not a comfortable shirt for me.",2
175262,"This purse SMELLED SOOOOO BAD! I was embarrassed to give it to one of my bridesmaids, but had to because I didn't have time to go out and get another one. The purse was cute, but it seriously stunk so bad and it made me really embarrassed on my wedding day. Shame on you for sending a product that smelled bad.",1
600046,"WHAT YOU GET IS NOT WHAT THE PICTURE IS.
I live in Hawaii, and here we have a local brand called Acacia Swimwear. The pieces are about $110 a piece, and they are very popular here. The picture shown is a model wearing a cheetah print ACACIA SWIMWEAR bathing suit, and that is NOT what you get! If you think this is cute go to vidasoleil.com and buy the real thing. But be prepared to spend about $200 for the top and bottom.",1
350358,"I ordered an xl - I wear a medium but wanted it to be a bigger tunic like shirt, similar to the fit in the picture. It is no where near that long. It stops midriff on me and it's cute but not what I was expecting and not good for what I needed it for.",1
428063,"I'm very impressed with these sunglasses. I honestly expected them to look and feel like the cheap knock-offs they are, but not at all! They feel like QUALITY sun glasses, and they're pretty daggum cute! I didn't particularly care about getting a case with it, because...let's be honest, they end up getting thrown into the depths of my purse anyway...but it's surprisingly durable and I find it hard to believe people aren't able to make them fit in the case. Mine fit perfectly and it's a very hefty, durable case, too. Very satisfied!",5
185172,"One star is too high of a rating for this. I would never wear this dress out in public!! It was made from cheap material (similar to a Halloween costume) & looked nothing like the picture. This dress went straight in the trash as it was not even worth the time, effort, or expense of returning it.",1
150607,"I bought this ring to wear when I was working with the horses or other places I didn't want to wear my ""fancy"" ring, but I wear this one all the time now. It is so comfortable and looks exactly like the photo. I like that is looks unique from other wedding bands.",5
185432,"Just received this clutch, and I'm very disappointed. I ordered a black one, and stitching  is in white thread stitched horribly.  Had the stitching not been bad, I'd keep it, but sadly I'm returning it. I ordered 5 of these previously from a different merchant as gifts and those had no issues with the stitching. I'll reorder from them instead.",2
401254,I bought these for my 11 yr old son to wear as part of his vampire Halloween costume.  He loves them.  They come out every Halloween.  They have adjustable straps with velcrose.  He wore them over a sweat shirt and now he's 13 and they still fit.,5
401620,I love this ring!!  Can't beat the price and quality and it is VERY comfortable on the finger.  Not sure what's up with the person saying it turned her finger green - that doesn't make sense.  The ring looks much more expensive than it is - don't be afraid to buy it as a gift.,5
318744,"After checking carefully that these were listed as polarized, I purchased as a Christmas gift. Upon receiving, the lenses are not etched with the ""P"" behind the Ray Ban logo, and the lenses do not exhibit the characteristics of polarized lenses. Deceitful sale of regular lenses sold as polarized. Buyer beware.",1
734881,"The concept is exactly what I need for my charms that I have. This is nice for a little while, then wrist started to turn green and the part that screws together (to get the charms on and off) snapped. Luckily I found all my charms. Bought a new one and it happened again after couple days.",2
328197,"Material is what you would expect from a product that is 16$. However everything else it awesome. The zip case fits my iPhone 6+, Cards lie flat even when full. It size does not explode when you fill the purse like some wallets are prone to do, even ones that cost way more than 16$. Even with come cash, 9 cards, some recipes, and an iphone6+ with (not ultra thin) case on the wallet just feels full not stuffed like a turkey.",4
380417,"This definitely is bigger than the regular quart size Ziploc bags and it was very nice to fit all my 3oz shampoo/conditioner, mouthwash, toothpaste etc. Nice material, nothing leaked out while in my luggage. Pretty satisfied I think I will order one for my mom as well for traveling with carry on.",5
818321,"These are so cute! I took a gamble on them since there weren't any other reviews to go off of, but I am so happy I did! They fit perfectly (my normal size is just right) and the look amazing. My booty is definitely better in these. For the price, these are a steal!",5
283454,"Great suit for just having a baby. Covers up what Im not wanting the world to see. Im bottom heavy so it cuts into my butt a little but most suits do. Quality is good. Im 56, 145 pounds. 36 B and the Large fits almost perfectly. Favorite suit Ive had in a while. Just wish I could order an xl bottom w a large top",4
9927,"Bought these a gift for a man.  He really liked the shoes!! They're great for casual wear to slightly dressy.  For men they run a little on the small side. We had to return and go up a size to get the right fit.  I would recommend going up 1/2 size if you're ordering these shoes.

I was pleased with the look and quality.  Despite the issue with the size we would order these again.",4
162699,"Awesome dress! And best of all, these people are so nice!! Very willing to help !!! I will shop with them again!! These clothes sell for a lot of money in stores in the US, but you can buy direct from them for soon cheap!!! Again, they are super nice people!",5
8018,"This tie clip is plain silver, and it functions well. I am a medical student, so I needed a professional-looking way to get my tie out of the way when I am examining patients, dealing with body fluids, etc. It matches with any tie, fits better across skinnier ties (but still works with wider ties), and seems to hold its shine well. Seems to be pretty sturdy and the clamp has small teeth to hold it in place. I'm very pleased with it and wear it every day.",5
47042,"These are the best. You don't have to deal with the band that either goes around the back of the neck or over the top of the head.  You just put them over you ear and pop them in place.  I call them ear pops. They are warm and when not it use, they fit in your coat pocket.",5
379108,"The stitching it not centered on the hat. Obviously not much QC. Not the type of product I would like to see representing the next president. You can see in the pictures that the ""M"" in make is 5/8"" away from the stitching and the ""A"" at the end of America is 1 3/8"" away from the stitching.",2
867027,"I actually ordered this by mistake.  I put it in my cart on a whim, but never expected to actually buy it.  I mean, c'mon, it's a TUBE TOP!  However, when placing another order a couple of days later, I wasn't paying attention and bought everything in my cart.  Turns out, I love it!  I'm 5'4"" tall, 120lbs, and wear a 32DD bra and the medium fits perfectly!  I would probably be ok in a small, too, but i wanted the extra length to make sure it was blousey.",5
264569,Small. The material was a thin cotton. Does not look like the material in the picture. The material is the type that would roll up on  the bottom after 1 wash. It did however arrive in a timely manner  and was issued a full refund and free return shipping.,2
352456,"I cannot begin to tell you ladies and Gentlemen how gorgeous this little number is. I had so many concerns buying this because I have really big 'girls' size 38J cup size to be exact. Have a little Fat upper part (FUPA) going on but this concealed all that. I purchased the size XXL but this has a lot of stretch so really I just needed an XL. I'm 5'7"" 218lbs. You will not regret getting this, my man was simply in love.",5
658560,If i had a smaller chest is would fit. I am a size 9 and i got an xl.  ....Fits perfectly until i reach my chest.  I've been loosing weight though so i will keep it as motivation.  I love the design and fabric.  Cute for summer.,3
561162,"The coat itself is very warm, pretty, and dressy. It does not have a hood but a lovely fur collar. I repeat; no hood. I'm on the tall side US size 9 medium. I'm 5'9"". My inseam is 33-34 if thats any indication of my umm limb-iness. I bought a L. The shoulders and the length are perfect. The sleeves are about an inch or two short. I still wear it, its that pretty and stylish.",5
778975,"I ordered this for my junior prom. It is so perfect,I truly love it. The only problem i had with it is the train because im really short. And the bow hangs lopsided and not centered because its heavy. So i had it altered. But other than that the dress is really comfortable and soooo beautiful. I'd gladly buy again for senior ball!",5
505181,"I normally wear a small to medium shirt, but I like my hoddie's big.  I ordered a large from them and I can fit my arm in it!!! Then Im expected to go thru the trouble of shipping it back when what they ought to do is refund my card, not ask me to spend time and gas and work to get my hard earned money back",1
863549,"I am very please with this bathing suit!! I love the openings, they are not to exaggerated! It fits very well! I know its a bathing suit but it was very well made. I received this product at a discount to give an honest an unbiased review.  I am very happy I was able to review this product .",4
